0 0 0.534457
0 1 0.664833
0 2 0.726123
0 3 0.794455
0 4 0.810833
0 5 0.852458
0 6 0.861298
0 7 0.850821
0 8 0.856685
0 9 0.867146
0 10 0.850150
0 11 0.871748
0 12 0.888130
0 13 0.883626
0 14 0.877518
0 15 0.889220
0 16 0.903912
0 17 0.890327
0 18 0.900547
0 19 0.911027
0 20 0.898324
0 21 0.934022
0 22 0.913843
0 23 0.910064
0 24 0.938293
0 25 0.934163
0 26 0.915091
0 27 0.929314
0 28 0.906166
0 29 0.925783
0 30 0.921518
0 31 0.951268
0 32 0.922365
0 33 0.936069
0 34 0.945276
0 35 0.927927
0 36 0.920379
0 37 0.927720
0 38 0.898747
0 39 0.928527
0 40 0.914028
0 41 0.911480
0 42 0.920610
0 43 0.936838
0 44 0.886205
0 45 0.890577
0 46 0.887476
0 47 0.883140
0 48 0.884964
0 49 0.888924
0 50 0.872774
0 51 0.912634
0 52 0.855442
0 53 0.888527
0 54 0.867018
0 55 0.885570
0 56 0.877671
0 57 0.885091
0 58 0.874499
0 59 0.900600
0 60 0.891903
0 61 0.917282
0 62 0.900019
0 63 0.943412
0 64 0.961040
0 65 0.985386
0 66 0.972969
0 67 0.977009
0 68 0.987589
0 69 1.002645
0 70 0.992483
0 71 0.985711
0 72 1.001897
0 73 1.028036
0 74 0.998817
0 75 0.990146
0 76 0.976362
0 77 0.996315
0 78 0.991245
0 79 0.998841
0 80 1.015230
0 81 1.004912
0 82 0.989799
0 83 1.031622
0 84 1.009820
0 85 1.036280
0 86 1.018863
0 87 1.030145
0 88 1.037413
0 89 1.072924
0 90 1.018665
0 91 1.050881
0 92 1.013887
0 93 1.034845
0 94 1.023925
0 95 1.032003
0 96 0.978975
0 97 1.026485
0 98 0.989493
0 99 1.019862
0 100 1.016074
0 101 1.035276
0 102 0.997138
0 103 1.006912
0 104 1.019048
0 105 1.033078
0 106 1.029426
0 107 1.062972
0 108 1.022787
0 109 1.043741
0 110 1.020617
0 111 1.052107
0 112 0.999218
0 113 0.987566
0 114 0.986821
0 115 1.018240
0 116 1.003953
0 117 1.008854
0 118 1.001252
0 119 1.010723
0 120 0.983164
0 121 1.041744
0 122 0.978013
0 123 1.011504
0 124 0.997448
0 125 0.995509
0 126 0.925548
0 127 1.161544
1 0 0.513173
1 1 0.678349
1 2 0.770944
1 3 0.816515
1 4 0.865777
1 5 0.871769
1 6 0.882365
1 7 0.891424
1 8 0.882829
1 9 0.897079
1 10 0.898575
1 11 0.912977
1 12 0.910169
1 13 0.925125
1 14 0.917750
1 15 0.913437
1 16 0.919982
1 17 0.940231
1 18 0.953113
1 19 0.946157
1 20 0.961722
1 21 0.943046
1 22 0.945094
1 23 0.953039
1 24 0.926742
1 25 0.934782
1 26 0.948147
1 27 0.925444
1 28 0.953151
1 29 0.955486
1 30 0.966799
1 31 0.988076
1 32 0.979882
1 33 0.982881
1 34 1.000341
1 35 0.986067
1 36 1.004452
1 37 0.968313
1 38 0.962683
1 39 0.994572
1 40 0.947978
1 41 0.959092
1 42 0.964575
1 43 0.949323
1 44 0.956943
1 45 0.980176
1 46 0.953454
1 47 0.942396
1 48 0.951411
1 49 0.947712
1 50 0.970865
1 51 0.956740
1 52 0.973217
1 53 0.927004
