0 0 0.000000
0 1 0.000000
0 2 0.000000
0 3 0.000000
0 4 0.000000
0 5 0.000000
1 0 0.000000
1 1 0.000000
1 2 0.000000
1 3 0.000000
1 4 0.000000
1 5 0.000000
2 0 513.795438
2 1 548.119842
2 2 540.582780
2 3 531.388530
2 4 538.732576
2 5 504.932222
3 0 488.460623
3 1 523.201171
3 2 519.773246
3 3 514.314303
3 4 523.873477
3 5 480.951579
4 0 485.113243
4 1 501.491039
4 2 492.967461
4 3 506.731983
4 4 512.320811
4 5 462.082215
5 0 469.926716
5 1 498.461666
5 2 487.838542
5 3 494.497316
5 4 519.148634
5 5 473.531982
6 0 474.420633
6 1 495.669481
6 2 493.406497
6 3 485.953830
6 4 490.658765
6 5 481.261727
7 0 472.077381
7 1 500.664410
7 2 498.135155
7 3 494.218923
7 4 494.941639
7 5 473.974058
8 0 471.942342
8 1 512.043256
8 2 497.128190
8 3 496.717168
8 4 506.424835
8 5 482.343461
9 0 476.804006
9 1 503.646067
9 2 497.433259
9 3 487.281221
9 4 502.292822
9 5 465.239401
10 0 489.508787
10 1 501.003377
10 2 490.629497
10 3 496.966208
10 4 497.439473
10 5 477.948241
11 0 477.544714
11 1 496.163231
11 2 484.432086
11 3 485.206542
11 4 480.512563
11 5 467.252517
12 0 465.077970
12 1 494.331930
12 2 485.758549
12 3 493.337333
12 4 475.782885
12 5 454.250952
13 0 469.825622
13 1 484.973991
13 2 477.639535
13 3 496.571885
13 4 477.730370
13 5 438.328208
14 0 468.315842
14 1 493.937689
14 2 492.999754
14 3 485.775810
14 4 481.036271
14 5 450.418579
15 0 465.400755
15 1 493.063356
15 2 486.459809
15 3 486.900697
15 4 484.610004
15 5 447.462376
16 0 449.739719
16 1 490.461284
16 2 461.949794
16 3 477.292129
16 4 469.192274
16 5 446.621010
17 0 461.448412
17 1 483.414630
17 2 464.311465
17 3 480.531689
17 4 461.377686
17 5 444.246619
18 0 458.879654
18 1 476.908351
18 2 475.507305
18 3 481.470959
18 4 461.937590
