18 5 0.937871
19 0 0.911118
19 1 0.887323
19 2 0.899527
19 3 0.892115
19 4 0.914511
19 5 0.918951
20 0 0.897599
20 1 0.897772
20 2 0.902326
20 3 0.891791
20 4 0.919968
20 5 0.905708
21 0 0.923183
21 1 0.883608
21 2 0.910878
21 3 0.880170
21 4 0.916850
21 5 0.932685
22 0 0.888661
22 1 0.890793
22 2 0.900160
22 3 0.887216
22 4 0.900045
22 5 0.908842
23 0 0.893878
23 1 0.883008
23 2 0.887909
23 3 0.879152
23 4 0.909768
23 5 0.896870
24 0 0.909980
24 1 0.846250
24 2 0.854485
24 3 0.851163
24 4 0.870457
24 5 0.883543
25 0 0.896676
25 1 0.854390
25 2 0.870127
25 3 0.835754
25 4 0.877726
25 5 0.894144
26 0 0.861991
26 1 0.852849
26 2 0.854649
26 3 0.836001
26 4 0.869814
26 5 0.856067
27 0 0.870191
27 1 0.835734
27 2 0.859870
27 3 0.853565
27 4 0.872446
27 5 0.883967
28 0 0.838650
28 1 0.852769
28 2 0.855691
28 3 0.840885
28 4 0.870919
28 5 0.869109
29 0 0.845094
29 1 0.844997
29 2 0.869655
29 3 0.884837
29 4 0.884806
29 5 0.877594
30 0 0.850206
30 1 0.855481
30 2 0.876034
30 3 0.856678
30 4 0.867309
30 5 0.887060
31 0 0.874109
31 1 0.881124
31 2 0.871055
31 3 0.854601
31 4 0.856012
31 5 0.897138
32 0 0.834132
32 1 0.871194
32 2 0.875740
32 3 0.892659
32 4 0.863375
32 5 0.853578
33 0 0.845597
33 1 0.865397
33 2 0.873888
33 3 0.915077
33 4 0.855887
33 5 0.858649
34 0 0.843182
34 1 0.881367
34 2 0.869038
34 3 0.899488
34 4 0.873461
34 5 0.869965
35 0 0.830239
35 1 0.863610
35 2 0.838163
35 3 0.885164
35 4 0.847009
35 5 0.872035
36 0 0.831399
36 1 0.879703
36 2 0.848887
36 3 0.861183
36 4 0.862023
36 5 0.855928
37 0 0.830224
37 1 0.844150
37 2 0.855909
37 3 0.856309
37 4 0.846109
37 5 0.855843
38 0 0.800716
38 1 0.828522
38 2 0.823436
38 3 0.853165
38 4 0.862622
38 5 0.835880
39 0 0.808976
39 1 0.851790
39 2 0.837293
39 3 0.844782
39 4 0.858556
39 5 0.822779
40 0 0.796267
40 1 0.806047
40 2 0.817193
40 3 0.822438
40 4 0.811623
40 5 0.813923
41 0 0.790945
41 1 0.814319
41 2 0.809188
41 3 0.840751
41 4 0.834311
41 5 0.812040
42 0 0.792842
42 1 0.819470
42 2 0.809768
42 3 0.825584
42 4 0.819188
42 5 0.797516
43 0 0.801771
43 1 0.794729
43 2 0.819267
43 3 0.815920
43 4 0.811995
43 5 0.801839
44 0 0.747370
44 1 0.797109
44 2 0.787524
44 3 0.793770
44 4 0.810163
44 5 0.784751
45 0 0.744403
45 1 0.816900
45 2 0.790045
45 3 0.794913
45 4 0.788391
45 5 0.785214
46 0 0.747393
46 1 0.787427
46 2 0.771853
46 3 0.783877
46 4 0.784033
46 5 0.794499
47 0 0.742712
47 1 0.762581
47 2 0.760163
47 3 0.801443
47 4 0.780944
47 5 0.802382
48 0 0.732510
48 1 0.772279
48 2 0.784495
48 3 0.788948
48 4 0.791917
48 5 0.801289
49 0 0.728687
49 1 0.762435
49 2 0.797843
49 3 0.777547
49 4 0.800894
49 5 0.798947
50 0 0.714231
50 1 0.767154
50 2 0.766766
50 3 0.789910
50 4 0.779705
50 5 0.779523
51 0 0.742614
51 1 0.746279
51 2 0.766925
51 3 0.788315
51 4 0.790497
51 5 0.800998
52 0 0.693126
52 1 0.755510
52 2 0.742500
52 3 0.762833
52 4 0.770467
52 5 0.778176
53 0 0.710202
53 1 0.715878
53 2 0.743214
53 3 0.749093
53 4 0.774541
53 5 0.771321
54 0 0.681774
54 1 0.750117
54 2 0.754617
54 3 0.756413
54 4 0.762478
54 5 0.769134
55 0 0.698140
55 1 0.724674
55 2 0.731568
55 3 0.754491
55 4 0.754045
55 5 0.775545
56 0 0.684443
56 1 0.694872
56 2 0.718211
56 3 0.723650
56 4 0.716233
56 5 0.747087
57 0 0.681589
57 1 0.703288
57 2 0.721142
57 3 0.719346
57 4 0.720929
57 5 0.754054
58 0 0.663649
58 1 0.685672
58 2 0.700209
58 3 0.703630
58 4 0.709789
58 5 0.729067
59 0 0.683920
59 1 0.688441
59 2 0.707560
59 3 0.712324
59 4 0.707567
59 5 0.739195
60 0 0.670696
60 1 0.697289
60 2 0.698700
60 3 0.688329
60 4 0.728215
60 5 0.749561
61 0 0.683019
61 1 0.703032
61 2 0.706663
61 3 0.717039
61 4 0.734382
61 5 0.754112
62 0 0.666498
62 1 0.701182
62 2 0.710805
62 3 0.696636
62 4 0.706062
62 5 0.730334
63 0 0.686467
63 1 0.709014
63 2 0.715936
63 3 0.706380
63 4 0.706039
63 5 0.746065
64 0 0.675837
64 1 0.703286
64 2 0.731784
64 3 0.699852
64 4 0.733744
64 5 0.801732
65 0 0.687642
65 1 0.732064
65 2 0.733685
65 3 0.692923
65 4 0.694372
65 5 0.762015
66 0 0.675157
66 1 0.705614
66 2 0.719798
66 3 0.675467
66 4 0.678880
66 5 0.750316
67 0 0.669000
67 1 0.704813
67 2 0.717081
67 3 0.692574
67 4 0.682016
67 5 0.739973
68 0 0.677472
68 1 0.709192
68 2 0.698779
68 3 0.665207
68 4 0.669432
68 5 0.708433
69 0 0.679820
69 1 0.687486
69 2 0.692899
69 3 0.665746
69 4 0.660456
69 5 0.771336
70 0 0.649723
70 1 0.679294
70 2 0.700007
70 3 0.650284
70 4 0.653123
70 5 0.696014
71 0 0.643450
71 1 0.685382
71 2 0.680549
71 3 0.663810
71 4 0.657229
71 5 0.689658
72 0 0.652112
72 1 0.639007
72 2 0.634846
72 3 0.623622
72 4 0.615171
72 5 0.697040
73 0 0.659859
73 1 0.637283
73 2 0.647180
73 3 0.622439
73 4 0.617956
73 5 0.698427
74 0 0.620554
74 1 0.620997
74 2 0.637261
74 3 0.620104
74 4 0.614029
74 5 0.676039
75 0 0.612143
75 1 0.620412
75 2 0.629925
75 3 0.624312
75 4 0.597322
75 5 0.675365
76 0 0.594845
76 1 0.614709
76 2 0.607591
76 3 0.594836
76 4 0.610241
76 5 0.652466
77 0 0.596957
77 1 0.607148
77 2 0.618657
77 3 0.599320
77 4 0.591703
77 5 0.659147
78 0 0.580410
78 1 0.589350
78 2 0.599818
78 3 0.577789
78 4 0.585531
78 5 0.645682
79 0 0.574417
79 1 0.585168
79 2 0.599381
79 3 0.569218
79 4 0.582243
79 5 0.643267
80 0 0.570365
80 1 0.596181
80 2 0.609736
80 3 0.609725
80 4 0.592421
80 5 0.632986
81 0 0.558379
81 1 0.590988
81 2 0.614423
81 3 0.612303
81 4 0.608818
81 5 0.626710
82 0 0.539250
82 1 0.579554
82 2 0.592536
82 3 0.586191
82 4 0.597548
82 5 0.617626
83 0 0.558109
83 1 0.579095
83 2 0.591517
83 3 0.594441
83 4 0.588554
83 5 0.613813
84 0 0.524965
84 1 0.566666
84 2 0.590214
84 3 0.559663
84 4 0.586473
84 5 0.594906
85 0 0.538495
85 1 0.565173
85 2 0.588769
85 3 0.562891
85 4 0.575902
85 5 0.602683
86 0 0.517200
86 1 0.554807
86 2 0.572850
86 3 0.560019
86 4 0.561322
86 5 0.578026
87 0 0.522068
87 1 0.560407
87 2 0.586527
87 3 0.538271
87 4 0.579434
87 5 0.584093
88 0 0.515813
88 1 0.527108
88 2 0.560657
88 3 0.521958
88 4 0.535166
88 5 0.579287
89 0 0.537590
89 1 0.517193
89 2 0.547296
89 3 0.525316
89 4 0.534633
89 5 0.569590
90 0 0.494551
90 1 0.510154
90 2 0.538514
90 3 0.513263
90 4 0.520245
90 5 0.546930
91 0 0.506266
91 1 0.512448
91 2 0.537387
91 3 0.506895
91 4 0.495504
91 5 0.545954
92 0 0.493909
92 1 0.525976
92 2 0.508076
92 3 0.479464
92 4 0.488514
92 5 0.525091
93 0 0.500676
93 1 0.501287
93 2 0.517985
93 3 0.487239
93 4 0.498837
93 5 0.528601
94 0 0.489631
94 1 0.486237
94 2 0.491053
94 3 0.476323
94 4 0.487317
94 5 0.505977
95 0 0.502022
95 1 0.499400
95 2 0.495205
95 3 0.487203
95 4 0.497179
95 5 0.512125
96 0 0.489200
96 1 0.523883
96 2 0.510393
96 3 0.481993
96 4 0.493057
96 5 0.488677
97 0 0.507088
97 1 0.509061
97 2 0.529416
97 3 0.497916
97 4 0.487016
97 5 0.491445
98 0 0.483476
98 1 0.520734
98 2 0.509884
98 3 0.492098
98 4 0.505620
98 5 0.494359
99 0 0.489233
99 1 0.518376
99 2 0.508951
99 3 0.509636
99 4 0.507957
99 5 0.504369
100 0 0.518905
100 1 0.510531
100 2 0.493221
100 3 0.505267
100 4 0.513438
100 5 0.517878
101 0 0.529982
101 1 0.472800
101 2 0.510023
101 3 0.528115
101 4 0.542357
101 5 0.526818
102 0 0.551051
102 1 0.522322
102 2 0.536021
102 3 0.522531
102 4 0.540077
102 5 0.531941
103 0 0.636104
103 1 0.607661
103 2 0.575868
103 3 0.578810
103 4 0.562101
103 5 0.546479
104 0 0.591295
104 1 0.582764
104 2 0.553872
104 3 0.581440
104 4 0.546309
104 5 0.558058
105 0 0.637784
105 1 0.673446
105 2 0.633335
105 3 0.549050
105 4 0.570450
105 5 0.592713
106 0 0.701289
106 1 0.685268
106 2 0.666519
106 3 0.506005
106 4 0.635045
106 5 0.557648
107 0 1.165374
107 1 0.658375
107 2 0.932223
107 3 0.587988
107 4 0.681948
107 5 0.648269
108 0 1.889842
108 1 1.244083
108 2 0.981190
108 3 0.621273
108 4 0.613523
108 5 0.808182
109 0 0.000000
109 1 0.000000
109 2 1.345479
109 3 0.928466
109 4 0.724362
109 5 0.782594
110 0 0.000000
110 1 0.000000
110 2 0.000000
110 3 1.359928
110 4 1.041196
110 5 0.960485
111 0 0.000000
111 1 0.000000
111 2 0.000000
111 3 0.000000
111 4 1.707003
111 5 1.341392
112 0 0.000000
112 1 0.000000
112 2 0.000000
112 3 0.000000
112 4 0.000000
112 5 0.000000
113 0 0.000000
113 1 0.000000
113 2 0.000000
113 3 0.000000
113 4 0.000000
113 5 0.000000
114 0 0.000000
114 1 0.000000
114 2 0.000000
114 3 0.000000
114 4 0.000000
114 5 0.000000
115 0 0.000000
115 1 0.000000
115 2 0.000000
115 3 0.000000
115 4 0.000000
115 5 0.000000
116 0 0.000000
116 1 0.000000
116 2 0.000000
116 3 0.000000
116 4 0.000000
116 5 0.000000
117 0 0.000000
117 1 0.000000
117 2 0.000000
117 3 0.000000
117 4 0.000000
117 5 0.000000
118 0 0.000000
118 1 0.000000
118 2 0.000000
118 3 0.000000
118 4 0.000000
118 5 0.000000
119 0 0.000000
119 1 0.000000
119 2 0.000000
119 3 0.000000
119 4 0.000000
119 5 0.000000
120 0 0.000000
120 1 0.000000
120 2 0.000000
120 3 0.000000
120 4 0.000000
120 5 0.000000
121 0 0.000000
121 1 0.000000
121 2 0.000000
121 3 0.000000
121 4 0.000000
121 5 0.000000
122 0 0.000000
122 1 0.000000
122 2 0.000000
122 3 0.000000
122 4 0.000000
122 5 0.000000
123 0 0.000000
123 1 0.000000
123 2 0.000000
123 3 0.000000
123 4 0.000000
123 5 0.000000
124 0 0.000000
124 1 0.000000
124 2 0.000000
124 3 0.000000
124 4 0.000000
124 5 0.000000
125 0 0.000000
125 1 0.000000
125 2 0.000000
125 3 0.000000
125 4 0.000000
125 5 0.000000
126 0 0.000000
126 1 0.000000
126 2 0.000000
126 3 0.000000
126 4 0.000000
126 5 0.000000
127 0 0.000000
127 1 0.000000
127 2 0.000000
127 3 0.000000
127 4 0.000000
127 5 0.000000
